This is sort by Life Expectancyfor the year 2000.
('Malta', 79.1, 25600.0)
('Israel', 79.4, 25400.0)
('Kuwait', 79.5, 80700.0)
('Norway', 79.5, 59700.0)
('France', 79.6, 35300.0)
('Spain', 79.6, 31800.0)
('Canada', 79.8, 38800.0)
('Italy', 80.1, 37100.0)
('Sweden', 80.3, 38800.0)
('Australia', 80.5, 37200.0)
('Singapore', 80.6, 55100.0)
('Switzerland', 80.9, 50500.0)
('Iceland', 81.1, 36300.0)
('Andorra', 81.7, 34500.0)
('Japan', 82.1, 34300.0)

This is sort by Life Expectancyfor the year 2004.
('Eswatini', 43.9, 6860.0)
('Lesotho', 44.8, 1840.0)
('Central African Republic', 44.9, 849.0)
('Zimbabwe', 45.1, 2100.0)
('Malawi', 46.7, 862.0)
('Zambia', 48.4, 2420.0)
('Burundi', 48.7, 709.0)
('Mozambique', 50.6, 718.0)
('Botswana', 51.6, 11400.0)
('Sierra Leone', 52.1, 1060.0)
('South Africa', 52.3, 10600.0)
('Namibia', 52.4, 7630.0)
('Uganda', 52.5, 1220.0)
('Chad', 53.0, 1580.0)
('Guinea-Bissau', 53.2, 1350.0)
("Cote d'Ivoire", 53.7, 2690.0)
('Somalia', 54.0, 614.0)
('Burkina Faso', 54.6, 1200.0)
('Cameroon', 54.6, 2800.0)
('Angola', 54.8, 4610.0)
('Niger', 54.9, 758.0)
('"Congo, Dem. Rep."', 55.3, 577.0)
('Rwanda', 55.4, 990.0)
('"Congo, Rep."', 55.6, 4660.0)
('Eritrea', 55.6, 2320.0)
('Papua New Guinea', 55.6, 2520.0)
('Ethiopia', 55.7, 677.0)
('Guinea', 55.7, 1580.0)
('Mali', 56.0, 1710.0)
('Tanzania', 56.1, 1830.0)
('South Sudan', 56.3, 3180.0)
('Kenya', 56.4, 2120.0)
('Nigeria', 56.5, 3970.0)
('Afghanistan', 56.9, 1030.0)
('Togo', 56.9, 1160.0)
('Liberia', 58.0, 916.0)
('Benin', 58.8, 1760.0)
('Haiti', 58.8, 1570.0)
('Gabon', 58.9, 17000.0)
('Lao', 59.7, 2960.0)
('Ghana', 59.8, 2430.0)
('Equatorial Guinea', 59.9, 28600.0)
('Kiribati', 59.9, 1900.0)
('Madagascar', 60.2, 1370.0)
('Myanmar', 60.6, 2000.0)
('Solomon Islands', 61.0, 1630.0)
('Djibouti', 61.1, 2260.0)
('Marshall Islands', 62.1, 3000.0)
('Gambia', 62.3, 1490.0)
('Pakistan', 62.6, 3660.0)
('Senegal', 62.8, 2610.0)
('Cambodia', 62.9, 1770.0)
('Vanuatu', 63.4, 2540.0)
('Mongolia', 63.5, 5710.0)
('Comoros', 64.1, 2360.0)
('Sudan', 64.3, 2630.0)
('India', 65.2, 3210.0)
('Kazakhstan', 65.3, 14700.0)
('Mauritania', 65.3, 2920.0)
('Russia', 65.3, 18100.0)
('Yemen', 65.3, 4150.0)
('Sao Tome and Principe', 66.0, 2110.0)
('Indonesia', 66.5, 6560.0)
('"Micronesia, Fed. Sts."', 66.5, 3180.0)
('Turkmenistan', 66.5, 5810.0)
('Guyana', 66.8, 4830.0)
('Uzbekistan', 66.8, 2910.0)
('Fiji', 67.0, 7410.0)
('Kyrgyz Republic', 67.1, 2400.0)
('Timor-Leste', 67.1, 4900.0)
('Bangladesh', 67.3, 1900.0)
('Azerbaijan', 67.4, 6460.0)
('Nepal', 67.5, 1640.0)
('Ukraine', 68.0, 7020.0)
('Bolivia', 68.5, 4520.0)
('Egypt', 68.6, 7930.0)
('Belarus', 68.8, 10200.0)
('Bhutan', 68.8, 4340.0)
('Iraq', 69.0, 10700.0)
('Moldova', 69.1, 3720.0)
('Philippines', 69.2, 4650.0)
('Tajikistan', 69.2, 1640.0)
('Sri Lanka', 69.3, 6140.0)
('Palestine', 69.6, 3330.0)
('Suriname', 69.6, 11600.0)
('Guatemala', 69.7, 6210.0)
('North Korea', 70.2, 1720.0)
('Morocco', 70.5, 5260.0)
('Tonga', 70.7, 4910.0)
('Latvia', 71.2, 15700.0)
('Honduras', 71.4, 3530.0)
('Trinidad and Tobago', 71.5, 25000.0)
('Belize', 71.8, 7860.0)
('Romania', 71.9, 13700.0)
('United Arab Emirates', 72.0, 98500.0)
('Lithuania', 72.1, 16900.0)
('Seychelles', 72.1, 16400.0)
('Samoa', 72.2, 5160.0)
('Cape Verde', 72.3, 4510.0)
('St. Vincent and the Grenadines', 72.3, 9110.0)
('Vietnam', 72.3, 3210.0)
('Bulgaria', 72.5, 11500.0)
('El Salvador', 72.5, 5760.0)
('Estonia', 72.5, 20700.0)
('Brazil', 72.6, 12100.0)
('Serbia', 72.6, 10200.0)
('Bahamas', 72.9, 32400.0)
('Georgia', 72.9, 4760.0)
('Hungary', 72.9, 21500.0)
('Mauritius', 73.0, 12700.0)
('Dominican Republic', 73.1, 8480.0)
('Armenia', 73.2, 4670.0)
('China', 73.7, 5150.0)
('Malaysia', 73.7, 18000.0)
('Maldives', 73.8, 10900.0)
('Thailand', 73.8, 11100.0)
('Libya', 73.9, 23600.0)
('Dominica', 74.0, 8670.0)
('Grenada', 74.0, 10400.0)
('Paraguay', 74.1, 7980.0)
('Ecuador', 74.2, 8260.0)
('Iran', 74.2, 15500.0)
('St. Lucia', 74.2, 11200.0)
('Bahrain', 74.4, 43400.0)
('Jordan', 74.4, 8350.0)
('Montenegro', 74.4, 11300.0)
('Slovak Republic', 74.4, 18800.0)
('Brunei', 74.5, 84000.0)
('Oman', 74.5, 41500.0)
('North Macedonia', 74.7, 8980.0)
('Syria', 74.7, 5460.0)
('Venezuela', 74.7, 14000.0)
('Saudi Arabia', 74.8, 44600.0)
('Argentina', 74.9, 14500.0)
('Algeria', 75.0, 11800.0)
('Poland', 75.0, 16600.0)
('Uruguay', 75.1, 12100.0)
('Mexico', 75.4, 16000.0)
('Barbados', 75.5, 15500.0)
('Croatia', 75.5, 19300.0)
('Nicaragua', 75.5, 3620.0)
('Tunisia', 75.5, 8570.0)
('Albania', 75.6, 7000.0)
('Antigua and Barbuda', 75.6, 21200.0)
('Colombia', 75.6, 9040.0)
('Czech Republic', 76.0, 24200.0)
('Bosnia and Herzegovina', 76.2, 7680.0)
('Lebanon', 76.3, 10500.0)
('Peru', 76.3, 7140.0)
('Jamaica', 76.5, 8400.0)
('Turkey', 76.5, 15200.0)
('Qatar', 76.6, 117000.0)
('Slovenia', 77.0, 26000.0)
('Chile', 77.5, 16200.0)
('United States', 77.5, 48300.0)
('Cyprus', 77.6, 32500.0)
('Cuba', 77.7, 5170.0)
('Denmark', 77.8, 43700.0)
('Panama', 78.0, 11300.0)
('South Korea', 78.2, 24600.0)
('Portugal', 78.3, 26400.0)
('Costa Rica', 78.5, 10700.0)
('Ireland', 78.5, 45100.0)
('Finland', 78.8, 38200.0)
('Belgium', 79.0, 39200.0)
('Luxembourg', 79.0, 87200.0)
('United Kingdom', 79.0, 36300.0)
('Greece', 79.1, 29500.0)
('Netherlands', 79.1, 43000.0)
('Malta', 79.2, 25500.0)
('Kuwait', 79.3, 87900.0)
('New Zealand', 79.3, 31200.0)
('Austria', 79.4, 40700.0)
('Germany', 79.4, 37400.0)
('Israel', 79.8, 26100.0)
('Norway', 79.8, 61700.0)
('Canada', 80.1, 39700.0)
('France', 80.2, 36100.0)
('Spain', 80.2, 32300.0)
('Sweden', 80.2, 40300.0)
('Italy', 80.7, 37400.0)
('Australia', 80.8, 38300.0)
('Singapore', 80.9, 59700.0)
('Iceland', 81.2, 38900.0)
('Switzerland', 81.3, 51500.0)
('Andorra', 81.7, 36300.0)
('Japan', 82.3, 35100.0)

This is sort by Life Expectancyfor the year 2005.
('Eswatini', 43.6, 7240.0)
('Lesotho', 44.4, 1910.0)
('Zimbabwe', 45.1, 1980.0)
('Central African Republic', 45.2, 840.0)
('Malawi', 47.5, 868.0)
('Zambia', 49.3, 2520.0)
('Burundi', 49.7, 693.0)
('Mozambique', 50.6, 758.0)
('South Africa', 52.0, 11000.0)
('Namibia', 52.6, 7700.0)
('Sierra Leone', 52.6, 1060.0)
('Botswana', 52.7, 11700.0)
('Guinea-Bissau', 53.2, 1370.0)
('Chad', 53.6, 1790.0)
('Uganda', 53.8, 1260.0)
("Cote d'Ivoire", 54.2, 2680.0)
('Somalia', 54.7, 616.0)
('Cameroon', 54.9, 2780.0)
('Burkina Faso', 55.3, 1270.0)
('Papua New Guinea', 55.6, 2620.0)
('Angola', 55.7, 5110.0)
('Niger', 55.7, 763.0)
('"Congo, Dem. Rep."', 55.9, 594.0)
('Guinea', 55.9, 1600.0)
('Eritrea', 56.0, 2290.0)
('"Congo, Rep."', 56.3, 4870.0)
('Mali', 56.7, 1760.0)
('South Sudan', 56.7, 3360.0)
('Tanzania', 56.7, 1910.0)
('Ethiopia', 56.8, 736.0)
('Kenya', 56.9, 2190.0)
('Togo', 56.9, 1150.0)
('Rwanda', 57.0, 1060.0)
('Nigeria', 57.3, 4120.0)
('Afghanistan', 57.4, 1100.0)
('Liberia', 58.7, 940.0)
('Benin', 59.2, 1740.0)
('Gabon', 59.5, 17000.0)
('Haiti', 59.8, 1570.0)
('Ghana', 60.0, 2510.0)
('Kiribati', 60.1, 1960.0)
('Equatorial Guinea', 60.2, 31700.0)
('Lao', 60.3, 3120.0)
('Madagascar', 60.7, 1390.0)
('Solomon Islands', 61.0, 1680.0)
('Myanmar', 61.2, 2250.0)
('Djibouti', 61.6, 2290.0)
('Pakistan', 61.8, 3850.0)
('Marshall Islands', 62.1, 3050.0)
('Gambia', 62.4, 1430.0)
('Senegal', 63.4, 2680.0)
('Vanuatu', 63.4, 2610.0)
('Cambodia', 63.7, 1970.0)
('Mongolia', 63.9, 6050.0)
('Comoros', 64.5, 2370.0)
('Russia', 64.8, 19300.0)
('Kazakhstan', 65.3, 16000.0)
('India', 65.5, 3410.0)
('Mauritania', 65.7, 3090.0)
('Sudan', 65.7, 2750.0)
('Yemen', 65.9, 4250.0)
('Sao Tome and Principe', 66.1, 2200.0)
('Turkmenistan', 66.1, 6500.0)
('Guyana', 66.6, 4730.0)
('"Micronesia, Fed. Sts."', 66.6, 3260.0)
('Uzbekistan', 66.8, 3080.0)
('Fiji', 67.0, 7430.0)
('Kyrgyz Republic', 67.1, 2370.0)
('Azerbaijan', 67.5, 8180.0)
('Bangladesh', 67.6, 1990.0)
('Timor-Leste', 67.7, 6500.0)
('Ukraine', 67.8, 7280.0)
('Nepal', 68.0, 1680.0)
('Indonesia', 68.5, 6840.0)
('Belarus', 68.6, 11200.0)
('Moldova', 68.7, 4000.0)
('Egypt', 68.8, 8140.0)
('Bolivia', 69.0, 4640.0)
('Philippines', 69.1, 4780.0)
('Tajikistan', 69.2, 1720.0)
('Bhutan', 69.3, 4580.0)
('Guatemala', 69.5, 6270.0)
('Iraq', 69.5, 10900.0)
('Suriname', 69.9, 11900.0)
('North Korea', 70.3, 1770.0)
('Latvia', 70.8, 17500.0)
('Morocco', 70.8, 5370.0)
('Tonga', 70.8, 4950.0)
('Palestine', 70.9, 3590.0)
('Lithuania', 71.4, 18500.0)
('Honduras', 71.7, 3660.0)
('Trinidad and Tobago', 71.9, 26400.0)
('Romania', 72.2, 14400.0)
('Samoa', 72.2, 5340.0)
('Belize', 72.3, 7850.0)
('El Salvador', 72.4, 5890.0)
('Seychelles', 72.4, 17800.0)
('St. Vincent and the Grenadines', 72.4, 9330.0)
('Cape Verde', 72.5, 4760.0)
('United Arab Emirates', 72.5, 91600.0)
('Vietnam', 72.5, 3430.0)
('Bulgaria', 72.6, 12400.0)
('Serbia', 72.7, 10800.0)
('Estonia', 72.9, 22800.0)
('Hungary', 72.9, 22500.0)
('Mauritius', 72.9, 12900.0)
('Brazil', 73.1, 12400.0)
('Dominican Republic', 73.2, 9150.0)
('Armenia', 73.4, 5360.0)
('Bahamas', 73.4, 32800.0)
('Georgia', 73.4, 5250.0)
('Sri Lanka', 73.8, 6470.0)
('Ecuador', 74.0, 8550.0)
('Libya', 74.0, 26000.0)
('Malaysia', 74.0, 18600.0)
('Dominica', 74.1, 8700.0)
('China', 74.2, 5700.0)
('Iran', 74.3, 15800.0)
('Slovak Republic', 74.3, 20000.0)
('St. Lucia', 74.3, 11100.0)
('Paraguay', 74.4, 8020.0)
('Grenada', 74.5, 11700.0)
('Montenegro', 74.5, 11800.0)
('Jordan', 74.6, 8740.0)
('Brunei', 74.7, 83000.0)
('Saudi Arabia', 74.7, 45700.0)
('North Macedonia', 74.8, 9390.0)
('Thailand', 74.8, 11500.0)
('Oman', 74.9, 41500.0)
('Syria', 75.0, 5650.0)
('Bahrain', 75.1, 43200.0)
('Poland', 75.2, 17200.0)
('Venezuela', 75.2, 15100.0)
('Algeria', 75.3, 12400.0)
('Argentina', 75.3, 15600.0)
('Mexico', 75.3, 16200.0)
('Barbados', 75.5, 16000.0)
('Croatia', 75.5, 20100.0)
('Uruguay', 75.5, 13000.0)
('Maldives', 75.6, 9250.0)
('Nicaragua', 75.6, 3720.0)
('Antigua and Barbuda', 75.8, 22200.0)
('Tunisia', 75.8, 8800.0)
('Bosnia and Herzegovina', 75.9, 8350.0)
('Albania', 76.0, 7430.0)
('Czech Republic', 76.3, 25800.0)
('Colombia', 76.4, 9340.0)
('Lebanon', 76.4, 10500.0)
('Qatar', 76.6, 110000.0)
('Turkey', 76.7, 16300.0)
('Peru', 76.8, 7530.0)
('Jamaica', 77.2, 8430.0)
('Cuba', 77.6, 5250.0)
('United States', 77.6, 49500.0)
('Slovenia', 77.7, 27000.0)
('Chile', 77.9, 17000.0)
('Cyprus', 77.9, 33600.0)
('Panama', 78.0, 11900.0)
('Denmark', 78.3, 44600.0)
('South Korea', 78.7, 25500.0)
('Portugal', 78.8, 26600.0)
('Ireland', 79.0, 46600.0)
('Finland', 79.1, 39100.0)
('Belgium', 79.2, 39800.0)
('Kuwait', 79.2, 93700.0)
('Costa Rica', 79.3, 10900.0)
('Greece', 79.3, 29600.0)
('Malta', 79.3, 26300.0)
('United Kingdom', 79.3, 37200.0)
('Luxembourg', 79.4, 88600.0)
('Netherlands', 79.5, 43800.0)
('Austria', 79.6, 41300.0)
('Germany', 79.7, 37700.0)
('New Zealand', 79.7, 31900.0)
('Israel', 80.1, 26600.0)
('Norway', 80.1, 62900.0)
('Canada', 80.2, 40600.0)
('France', 80.4, 36400.0)
('Spain', 80.5, 32900.0)
('Sweden', 80.6, 41300.0)
('Italy', 80.9, 37600.0)
('Singapore', 81.1, 62600.0)
('Australia', 81.2, 39000.0)
('Iceland', 81.4, 40700.0)
('Switzerland', 81.5, 52800.0)
('Andorra', 81.8, 39800.0)
('Japan', 82.3, 35700.0)

This is sort by Life Expectancyfor the year 2006.
('Eswatini', 43.9, 7630.0)
('Lesotho', 44.2, 2000.0)
('Zimbabwe', 45.4, 1890.0)
('Central African Republic', 45.6, 863.0)
('Malawi', 48.5, 884.0)
('Zambia', 50.2, 2650.0)
('Mozambique', 50.6, 809.0)
('South Africa', 52.0, 11500.0)
('Sierra Leone', 53.0, 1070.0)
('Namibia', 53.3, 8110.0)
('Chad', 53.7, 1740.0)
('Burundi', 53.8, 707.0)
('Guinea-Bissau', 53.9, 1370.0)
('Botswana', 54.2, 12400.0)
("Cote d'Ivoire", 54.9, 2660.0)
('Uganda', 54.9, 1350.0)
('Somalia', 55.1, 615.0)
('Cameroon', 55.3, 2800.0)
('Papua New Guinea', 55.6, 2620.0)
('Burkina Faso', 55.9, 1310.0)
('Guinea', 56.1, 1580.0)
('"Congo, Dem. Rep."', 56.3, 605.0)
('Angola', 56.4, 5500.0)
('Niger', 56.5, 777.0)
('South Sudan', 56.5, 3610.0)
('Eritrea', 56.6, 2190.0)
('"Congo, Rep."', 57.1, 5000.0)
('Mali', 57.2, 1790.0)
('Tanzania', 57.4, 1980.0)
('Togo', 57.5, 1160.0)
('Afghanistan', 57.6, 1120.0)
('Kenya', 57.6, 2270.0)
('Ethiopia', 57.9, 794.0)
('Nigeria', 57.9, 4260.0)
('Rwanda', 58.7, 1140.0)
('Liberia', 59.4, 982.0)
('Benin', 59.6, 1750.0)
('Gabon', 59.9, 16000.0)
('Ghana', 60.2, 2600.0)
('Haiti', 60.2, 1580.0)
('Kiribati', 60.3, 1920.0)
('Equatorial Guinea', 61.0, 32600.0)
('Lao', 61.0, 3330.0)
('Madagascar', 61.1, 1420.0)
('Solomon Islands', 61.1, 1760.0)
('Djibouti', 61.5, 2360.0)
('Myanmar', 61.9, 2530.0)
('Marshall Islands', 62.2, 3060.0)
('Gambia', 62.6, 1410.0)
('Pakistan', 63.1, 4000.0)
('Vanuatu', 63.5, 2760.0)
('Senegal', 63.9, 2680.0)
('Mongolia', 64.4, 6480.0)
('Cambodia', 64.5, 2150.0)
('Comoros', 64.8, 2380.0)
('Kazakhstan', 65.5, 17500.0)
('India', 65.8, 3630.0)
('Sudan', 66.1, 2950.0)
('Russia', 66.3, 21000.0)
('Turkmenistan', 66.3, 7130.0)
('Mauritania', 66.4, 3570.0)
('Yemen', 66.4, 4270.0)
('"Micronesia, Fed. Sts."', 66.7, 3280.0)
('Sao Tome and Principe', 66.8, 2340.0)
('Fiji', 67.0, 7510.0)
('Guyana', 67.2, 4970.0)
('Kyrgyz Republic', 67.2, 2420.0)
('Uzbekistan', 67.3, 3270.0)
('Bangladesh', 67.9, 2100.0)
('Azerbaijan', 68.0, 10900.0)
('Timor-Leste', 68.2, 9020.0)
('Nepal', 68.3, 1710.0)
('Ukraine', 68.5, 7870.0)
('Indonesia', 68.7, 7120.0)
('Iraq', 68.7, 11800.0)
('Egypt', 68.9, 8540.0)
('Moldova', 68.9, 4210.0)
('Philippines', 69.0, 4940.0)
('Belarus', 69.3, 12400.0)
('Tajikistan', 69.3, 1810.0)
('Bolivia', 69.4, 4780.0)
('Palestine', 69.4, 3360.0)
('Bhutan', 69.8, 4830.0)
('Guatemala', 69.9, 6460.0)
('Suriname', 70.2, 12500.0)
('Latvia', 70.3, 19800.0)
('North Korea', 70.4, 1750.0)
('Tonga', 70.8, 4880.0)
('Lithuania', 71.0, 20200.0)
('Morocco', 71.1, 5710.0)
('Honduras', 71.9, 3810.0)
('Samoa', 72.4, 5410.0)
('Belize', 72.6, 8000.0)
('St. Vincent and the Grenadines', 72.6, 10000.0)
('Trinidad and Tobago', 72.6, 29800.0)
('United Arab Emirates', 72.6, 87100.0)
('Bulgaria', 72.7, 13400.0)
('Romania', 72.7, 15700.0)
('Seychelles', 72.7, 19100.0)
('Vietnam', 72.7, 3630.0)
('Cape Verde', 72.9, 5070.0)
('El Salvador', 72.9, 6120.0)
('Bahamas', 73.0, 33000.0)
('Mauritius', 73.0, 13400.0)
('Estonia', 73.1, 25300.0)
('Dominican Republic', 73.2, 9860.0)
('Serbia', 73.2, 11900.0)
('Hungary', 73.3, 23400.0)
('Brazil', 73.5, 12700.0)
('Armenia', 73.6, 6110.0)
('Georgia', 73.7, 5770.0)
('Dominica', 74.1, 9090.0)
('Ecuador', 74.1, 8780.0)
('Sri Lanka', 74.2, 6910.0)
('Malaysia', 74.3, 19200.0)
('Paraguay', 74.3, 8280.0)
('Grenada', 74.5, 11200.0)
('Iran', 74.5, 16400.0)
('Libya', 74.5, 27300.0)
('Slovak Republic', 74.5, 21700.0)
('St. Lucia', 74.6, 11600.0)
('Montenegro', 74.7, 12800.0)
('Saudi Arabia', 74.7, 45700.0)
('Brunei', 74.8, 85400.0)
('North Macedonia', 74.8, 9850.0)
('China', 74.9, 6390.0)
('Jordan', 75.0, 9090.0)
('Oman', 75.1, 42500.0)
('Venezuela', 75.2, 16400.0)
('Poland', 75.3, 18300.0)
('Syria', 75.3, 5750.0)
('Argentina', 75.4, 16700.0)
('Thailand', 75.4, 12000.0)
('Algeria', 75.5, 12400.0)
('Bahrain', 75.7, 42700.0)
('Mexico', 75.7, 16600.0)
('Barbados', 75.8, 16900.0)
('Croatia', 75.8, 21100.0)
('Antigua and Barbuda', 76.0, 24700.0)
('Bosnia and Herzegovina', 76.0, 8800.0)
('Uruguay', 76.0, 13500.0)
('Tunisia', 76.1, 9180.0)
('Lebanon', 76.2, 10600.0)
('Maldives', 76.2, 11400.0)
('Nicaragua', 76.3, 3820.0)
('Albania', 76.4, 7910.0)
('Colombia', 76.6, 9840.0)
('Czech Republic', 76.8, 27500.0)
('Qatar', 76.9, 117000.0)
('Turkey', 77.0, 17300.0)
('Jamaica', 77.3, 8630.0)
('Peru', 77.4, 8020.0)
('United States', 77.8, 50400.0)
('Panama', 78.0, 12700.0)
('Slovenia', 78.0, 28400.0)
('Chile', 78.2, 17900.0)
('Cuba', 78.3, 5920.0)
('Denmark', 78.3, 46200.0)
('Cyprus', 78.4, 34600.0)
('Portugal', 79.1, 27000.0)
('Costa Rica', 79.2, 11600.0)
('Kuwait', 79.2, 96400.0)
('South Korea', 79.2, 26700.0)
('Ireland', 79.3, 47600.0)
('United Kingdom', 79.4, 37800.0)
('Finland', 79.5, 40500.0)
('Malta', 79.5, 26700.0)
('Belgium', 79.6, 40500.0)
('Greece', 79.6, 31100.0)
('Luxembourg', 79.7, 91700.0)
('Netherlands', 79.8, 45300.0)
('Germany', 79.9, 39100.0)
('New Zealand', 79.9, 32400.0)
('Austria', 80.1, 42500.0)
('Israel', 80.3, 27600.0)
('Norway', 80.4, 63900.0)
('Canada', 80.6, 41200.0)
('France', 80.7, 37000.0)
('Sweden', 80.8, 43000.0)
('Spain', 80.9, 33700.0)
('Italy', 81.2, 38200.0)
('Australia', 81.4, 39500.0)
('Singapore', 81.5, 66200.0)
('Iceland', 81.7, 41800.0)
('Switzerland', 81.7, 54500.0)
('Andorra', 82.0, 42700.0)
('Japan', 82.6, 36100.0)

This is sort by Life Expectancyfor the year 2007.
('Eswatini', 44.2, 7920.0)
('Lesotho', 44.5, 2100.0)
('Zimbabwe', 45.9, 1810.0)
('Central African Republic', 46.0, 885.0)
('Malawi', 49.7, 942.0)
('Mozambique', 50.8, 846.0)
('Zambia', 51.5, 2800.0)
('South Africa', 52.6, 11900.0)
('Sierra Leone', 53.5, 1130.0)
('Guinea-Bissau', 54.3, 1380.0)
('Namibia', 54.5, 8390.0)
('Chad', 54.6, 1740.0)
('Burundi', 54.9, 707.0)
('Somalia', 55.0, 615.0)
("Cote d'Ivoire", 55.5, 2650.0)
('Cameroon', 55.7, 2860.0)
('Papua New Guinea', 55.7, 2840.0)
('Botswana', 55.8, 13200.0)
('Uganda', 55.9, 1420.0)
('Guinea', 56.3, 1650.0)
('Burkina Faso', 56.5, 1340.0)
('"Congo, Dem. Rep."', 56.6, 623.0)
('Eritrea', 57.0, 2170.0)
('South Sudan', 57.0, 3920.0)
('Niger', 57.2, 772.0)
('Angola', 57.5, 6040.0)
('"Congo, Rep."', 57.6, 4760.0)
('Togo', 57.7, 1160.0)
('Mali', 57.8, 1790.0)
('Afghanistan', 58.0, 1250.0)
('Tanzania', 58.3, 2050.0)
('Kenya', 58.4, 2360.0)
('Nigeria', 58.5, 4420.0)
('Ethiopia', 59.2, 860.0)
('Benin', 60.0, 1810.0)
('Liberia', 60.0, 1030.0)
('Rwanda', 60.3, 1190.0)
('Ghana', 60.4, 2650.0)
('Kiribati', 60.5, 1910.0)
('Gabon', 60.6, 16500.0)
('Haiti', 60.6, 1610.0)
('Solomon Islands', 61.0, 1840.0)
('Equatorial Guinea', 61.4, 35900.0)
('Madagascar', 61.4, 1460.0)
('Lao', 61.7, 3520.0)
('Djibouti', 62.3, 2440.0)
('Marshall Islands', 62.4, 3160.0)
('Myanmar', 62.5, 2820.0)
('Gambia', 62.7, 1420.0)
('Pakistan', 63.5, 4100.0)
('Vanuatu', 63.6, 2840.0)
('Senegal', 64.5, 2740.0)
('Comoros', 65.0, 2340.0)
('Mongolia', 65.0, 7050.0)
('Cambodia', 65.3, 2330.0)
('India', 66.0, 3850.0)
('Kazakhstan', 66.2, 18900.0)
('Sudan', 66.5, 3190.0)
('"Micronesia, Fed. Sts."', 66.8, 3240.0)
('Turkmenistan', 66.8, 7820.0)
('Yemen', 66.8, 4290.0)
('Fiji', 66.9, 7370.0)
('Mauritania', 66.9, 3570.0)
('Russia', 67.3, 22800.0)
('Sao Tome and Principe', 67.3, 2350.0)
('Guyana', 67.7, 5320.0)
('Kyrgyz Republic', 67.7, 2600.0)
('Uzbekistan', 67.7, 3530.0)
('Bangladesh', 68.1, 2220.0)
('Ukraine', 68.1, 8520.0)
('Azerbaijan', 68.5, 13500.0)
('Nepal', 68.5, 1750.0)
('Timor-Leste', 68.8, 9310.0)
('Indonesia', 69.0, 7470.0)
('Iraq', 69.2, 11800.0)
('Philippines', 69.2, 5180.0)
('Egypt', 69.3, 8990.0)
('Moldova', 69.3, 4340.0)
('Tajikistan', 69.4, 1910.0)
('Bolivia', 69.7, 4910.0)
('Belarus', 70.2, 13600.0)
('Bhutan', 70.3, 5630.0)
('North Korea', 70.4, 1710.0)
('Suriname', 70.6, 13000.0)
('Lithuania', 70.7, 22700.0)
('Latvia', 70.8, 21900.0)
('Guatemala', 70.9, 6710.0)
('Tonga', 70.9, 4630.0)
('Palestine', 71.3, 3500.0)
('Morocco', 71.4, 5850.0)
('Honduras', 72.2, 3950.0)
('El Salvador', 72.4, 6200.0)
('Samoa', 72.4, 5720.0)
('United Arab Emirates', 72.6, 77200.0)
('Seychelles', 72.8, 21000.0)
('St. Vincent and the Grenadines', 72.8, 10400.0)
('Trinidad and Tobago', 72.8, 31100.0)
('Vietnam', 72.8, 3850.0)
('Bulgaria', 73.0, 14500.0)
('Cape Verde', 73.0, 5770.0)
('Belize', 73.2, 7880.0)
('Estonia', 73.2, 27400.0)
('Romania', 73.2, 17100.0)
('Mauritius', 73.4, 14100.0)
('Bahamas', 73.5, 32900.0)
('Dominican Republic', 73.5, 10500.0)
('Hungary', 73.5, 23500.0)
('Brazil', 73.7, 13300.0)
('Serbia', 73.7, 12800.0)
('Georgia', 73.8, 6530.0)
('Armenia', 73.9, 7010.0)
('Dominica', 74.0, 9660.0)
('Ecuador', 74.2, 8820.0)
('Sri Lanka', 74.4, 7330.0)
('Grenada', 74.5, 11900.0)
('Malaysia', 74.5, 20000.0)
('Slovak Republic', 74.5, 24100.0)
('Iran', 74.7, 17500.0)
('Saudi Arabia', 74.7, 45300.0)
('Libya', 74.8, 28600.0)
('Paraguay', 74.8, 8610.0)
('Brunei', 74.9, 84500.0)
('North Macedonia', 74.9, 10500.0)
('Montenegro', 75.0, 13600.0)
('St. Lucia', 75.0, 11700.0)
('Venezuela', 75.0, 17600.0)
('Argentina', 75.1, 18000.0)
('Oman', 75.2, 43100.0)
('Poland', 75.3, 19600.0)
('China', 75.4, 7260.0)
('Syria', 75.5, 5860.0)
('Uruguay', 75.5, 14400.0)
('Algeria', 75.7, 12600.0)
('Bosnia and Herzegovina', 75.7, 9320.0)
('Croatia', 75.7, 22200.0)
('Jordan', 75.8, 9420.0)
('Mexico', 75.9, 16800.0)
('Thailand', 75.9, 12600.0)
('Barbados', 76.1, 17100.0)
('Antigua and Barbuda', 76.3, 26500.0)
('Tunisia', 76.3, 9690.0)
('Jamaica', 76.4, 8710.0)
('Bahrain', 76.5, 42800.0)
('Nicaragua', 76.5, 3960.0)
('Lebanon', 76.6, 11500.0)
('Maldives', 76.8, 12000.0)
('Albania', 76.9, 8450.0)
('Czech Republic', 77.0, 28800.0)
('Qatar', 77.2, 116000.0)
('Colombia', 77.3, 10400.0)
('Turkey', 77.4, 17900.0)
('Peru', 77.9, 8640.0)
('United States', 78.0, 50900.0)
('Panama', 78.2, 14000.0)
('Slovenia', 78.2, 30200.0)
('Cuba', 78.3, 6050.0)
('Chile', 78.4, 18500.0)
('Denmark', 78.4, 46400.0)
('Cyprus', 78.8, 35600.0)
('Portugal', 79.3, 27600.0)
('Greece', 79.4, 32100.0)
